2025-12-23 20:57:07 INFO  org.rqueue.RqueuConsumerApplication - Starting RqueuConsumerApplication using Java 17.0.15 with PID 17444 (C:\Users\mete\Desktop\staj\rqueue\rqueu-consumer\target\classes started by mete in C:\Users\mete\Desktop\staj\rqueue\rqueu-consumer)
2025-12-23 20:57:07 INFO  org.rqueue.RqueuConsumerApplication - No active profile set, falling back to 1 default profile: "default"
2025-12-23 20:57:13 INFO  org.rqueue.RqueuConsumerApplication - Started RqueuConsumerApplication in 6.751 seconds (process running for 7.834)
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-7@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #7' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-9@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #9' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-4@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #4' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-5@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #5' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-1@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #1' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-2@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #2' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-0@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #0' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-1@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #1' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-8@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #8' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-0@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #0' | Created: Tue Dec 23 20:57:23 CET 2025
2025-12-23 20:57:24 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-3@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #3' | Created: Tue Dec 23 20:57:23 CET 2025
