2025-12-23 21:16:30 INFO  org.rqueue.RqueuConsumerApplication - Starting RqueuConsumerApplication using Java 17.0.15 with PID 10924 (C:\Users\mete\Desktop\staj\rqueue\rqueu-consumer\target\classes started by mete in C:\Users\mete\Desktop\staj\rqueue\rqueu-consumer)
2025-12-23 21:16:30 INFO  org.rqueue.RqueuConsumerApplication - No active profile set, falling back to 1 default profile: "default"
2025-12-23 21:16:34 INFO  org.rqueue.RqueuConsumerApplication - Started RqueuConsumerApplication in 4.829 seconds (process running for 6.346)
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-9@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #9' | Created: 1766521008895
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-0@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #0' | Created: 1766521008779
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-4@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #4' | Created: 1766521008869
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-0@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #0' | Created: 1766521008779
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-1@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #1' | Created: 1766521008858
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-1@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #1' | Created: 1766521008858
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-3@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #3' | Created: 1766521008865
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-7@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #7' | Created: 1766521008881
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-5@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #5' | Created: 1766521008873
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-8@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #8' | Created: 1766521008887
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-2@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #2' | Created: 1766521008862
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [VIP SUCCESS] To: user-6@vip.com | From: noreply@hitract.se | Subject: 'VIP Alert #6' | Created: 1766521008877
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-3@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #3' | Created: 1766521008865
2025-12-23 21:16:49 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-2@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #2' | Created: 1766521008862
2025-12-23 21:16:50 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-5@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #5' | Created: 1766521008873
2025-12-23 21:16:50 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-4@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #4' | Created: 1766521008869
2025-12-23 21:16:50 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-7@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #7' | Created: 1766521008881
2025-12-23 21:16:50 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-6@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #6' | Created: 1766521008877
2025-12-23 21:16:51 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-8@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #8' | Created: 1766521008887
2025-12-23 21:16:51 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-9@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #9' | Created: 1766521008895
2025-12-23 21:16:51 INFO  org.rqueue.consumer.EmailConsumer - [STD SUCCESS] To: user-11@standard.com | From: noreply@hitract.se | Subject: 'Standard Alert #11' | Created: 1766521008903
